Id,GroupId,NpcInfoId,NPCTalk,TeamId,IsStatic,Visible,InitialSpawning,Period,Despawn,Repeatable,Count,MaxConcurrentCount,Radius,MoveRadius,PosX,PosY,PosZ,RotateY,MovePath,MapMark
9000041,90402002,302104,,1,1,1,0,0,0,0,1,1,1,0,13120,14430,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14308,""y"":13295}",0
9000042,90402002,302102,,1,1,1,0,0,0,0,1,1,1,0,13510,14040,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14132,""y"":13151}",0
9000043,90402002,302103,,1,1,1,0,0,0,0,1,1,1,0,13510,14810,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14434,""y"":13154}",0
9000044,90402003,302104,,1,1,1,0,0,0,0,1,1,1,0,13137,10837,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14315,""y"":12092}",0
9000045,90402003,302102,,1,1,1,0,0,0,0,1,1,1,0,13500,10470,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14123,""y"":11897}",0
9000046,90402003,302103,,1,1,1,0,0,0,0,1,1,1,0,13494,11231,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15487,""y"":12118}",0
9000047,90402003,302102,,1,1,1,0,0,0,0,1,1,1,0,12734,11240,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14136,""y"":12180}",0
9000048,90402003,302104,,1,1,1,0,0,0,0,1,1,1,0,16730,10860,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15487,""y"":12118}",0
9000049,90402003,302102,,1,1,1,0,0,0,0,1,1,1,0,17120,10470,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15353,""y"":11907}",0
9000050,90402003,302103,,1,1,1,0,0,0,0,1,1,1,0,17110,11250,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15680,""y"":11935}",0
9000051,90402003,302102,,1,1,1,0,0,0,0,1,1,1,0,16350,11250,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15383,""y"":12170}",0
9000052,90402003,302104,,1,1,1,0,0,0,0,1,1,1,0,13120,14430,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14308,""y"":13295}",0
9000053,90402003,302102,,1,1,1,0,0,0,0,1,1,1,0,13510,14040,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14132,""y"":13151}",0
9000054,90402003,302103,,1,1,1,0,0,0,0,1,1,1,0,13510,14810,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14434,""y"":13154}",0
9000055,90402003,302102,,1,1,1,0,0,0,0,1,1,1,0,12740,14820,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14146,""y"":13432}",0
9000056,90403001,302204,,1,1,1,0,0,0,0,1,1,1,0,13137,10837,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14315,""y"":12092}",0
9000057,90403001,302202,,1,1,1,0,0,0,0,1,1,1,0,13500,10470,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14123,""y"":11897}",0
9000058,90403001,302203,,1,1,1,0,0,0,0,1,1,1,0,13494,11231,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14431,""y"":11912}",0
9000059,90403001,302204,,1,1,1,0,0,0,0,1,1,1,0,16730,10860,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15487,""y"":12118}",0
9000060,90403001,302202,,1,1,1,0,0,0,0,1,1,1,0,17120,10470,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15353,""y"":11907}",0
9000061,90403001,302203,,1,1,1,0,0,0,0,1,1,1,0,17110,11250,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15680,""y"":11935}",0
9000062,90403001,302204,,1,1,1,0,0,0,0,1,1,1,0,13120,14430,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14308,""y"":13295}",0
9000063,90403001,302202,,1,1,1,0,0,0,0,1,1,1,0,13510,14040,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14132,""y"":13151}",0
9000064,90403001,302203,,1,1,1,0,0,0,0,1,1,1,0,13510,14810,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14434,""y"":13154}",0
9000065,90403002,302204,,1,1,1,0,0,0,0,1,1,1,0,13137,10837,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14315,""y"":12092}",0
9000066,90403002,302202,,1,1,1,0,0,0,0,1,1,1,0,13500,10470,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14123,""y"":11897}",0
9000067,90403002,302203,,1,1,1,0,0,0,0,1,1,1,0,13494,11231,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14431,""y"":11912}",0
9000068,90403002,302202,,1,1,1,0,0,0,0,1,1,1,0,12734,11240,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14136,""y"":12180}",0
9000069,90403002,302204,,1,1,1,0,0,0,0,1,1,1,0,16730,10860,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15487,""y"":12118}",0
9000070,90403002,302202,,1,1,1,0,0,0,0,1,1,1,0,17120,10470,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15353,""y"":11907}",0
9000071,90403002,302203,,1,1,1,0,0,0,0,1,1,1,0,17110,11250,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15680,""y"":11935}",0
9000072,90403002,302202,,1,1,1,0,0,0,0,1,1,1,0,16350,11250,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15383,""y"":12170}",0
9000073,90403002,302204,,1,1,1,0,0,0,0,1,1,1,0,16730,14430,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15494,""y"":13297}",0
9000074,90403002,302202,,1,1,1,0,0,0,0,1,1,1,0,17116,14015,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15396,""y"":13160}",0
9000075,90403002,302203,,1,1,1,0,0,0,0,1,1,1,0,17120,14810,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15653,""y"":13169}",0
9000076,90403002,302202,,1,1,1,0,0,0,0,1,1,1,0,16323,14803,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15386,""y"":13394}",0
9000077,90403002,302204,,1,1,1,0,0,0,0,1,1,1,0,13120,14430,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14308,""y"":13295}",0
9000078,90403002,302202,,1,1,1,0,0,0,0,1,1,1,0,13510,14040,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14132,""y"":13151}",0
9000079,90403002,302203,,1,1,1,0,0,0,0,1,1,1,0,13510,14810,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14434,""y"":13154}",0
9000080,90403002,302202,,1,1,1,0,0,0,0,1,1,1,0,12740,14820,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14146,""y"":13432}",0
9000081,90403003,302204,,1,1,1,0,0,0,0,1,1,1,0,13137,10837,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14315,""y"":12092}",0
9000082,90403003,302202,,1,1,1,0,0,0,0,1,1,1,0,13500,10470,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14123,""y"":11897}",0
9000083,90403003,302203,,1,1,1,0,0,0,0,1,1,1,0,13494,11231,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14431,""y"":11912}",0
9000084,90403003,302202,,1,1,1,0,0,0,0,1,1,1,0,12734,11240,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14136,""y"":12180}",0
9000085,90403003,302203,,1,1,1,0,0,0,0,1,1,1,0,12747,10457,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14417,""y"":12184}",0
9000086,90403003,302204,,1,1,1,0,0,0,0,1,1,1,0,16730,10860,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15487,""y"":12118}",0
9000087,90403003,302202,,1,1,1,0,0,0,0,1,1,1,0,17120,10470,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15353,""y"":11907}",0
9000088,90403003,302203,,1,1,1,0,0,0,0,1,1,1,0,17110,11250,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15680,""y"":11935}",0
9000089,90403003,302202,,1,1,1,0,0,0,0,1,1,1,0,16350,11250,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15383,""y"":12170}",0
9000090,90403003,302203,,1,1,1,0,0,0,0,1,1,1,0,16340,10460,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15670,""y"":12192}",0
9000091,90403003,302204,,1,1,1,0,0,0,0,1,1,1,0,16730,14430,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15494,""y"":13297}",0
9000092,90403003,302202,,1,1,1,0,0,0,0,1,1,1,0,17116,14015,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15396,""y"":13160}",0
9000093,90403003,302203,,1,1,1,0,0,0,0,1,1,1,0,17120,14810,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15653,""y"":13169}",0
9000094,90403003,302202,,1,1,1,0,0,0,0,1,1,1,0,16323,14803,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15386,""y"":13394}",0
9000095,90403003,302203,,1,1,1,0,0,0,0,1,1,1,0,16326,14013,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":15644,""y"":13401}",0
9000096,90403003,302204,,1,1,1,0,0,0,0,1,1,1,0,13120,14430,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14308,""y"":13295}",0
9000097,90403003,302202,,1,1,1,0,0,0,0,1,1,1,0,13510,14040,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14132,""y"":13151}",0
9000098,90403003,302203,,1,1,1,0,0,0,0,1,1,1,0,13510,14810,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14434,""y"":13154}",0
9000099,90403003,302202,,1,1,1,0,0,0,0,1,1,1,0,12740,14820,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14146,""y"":13432}",0
9000100,90403003,302203,,1,1,1,0,0,0,0,1,1,1,0,12730,14050,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":14439,""y"":13432}",0
790001,999,101,,2,1,1,1,0,0,0,1,1,1,0,-8585,110,305,0,,1
790002,999,102,,4,1,1,1,0,0,0,1,1,1,0,-6465,7055,305,0,,1
790003,999,103,,3,1,1,1,0,0,0,1,1,1,0,-6800,-7075,305,0,,1
790004,999,104,,0,1,1,1,0,0,0,1,1,1,0,-4145,0,190,90,,1
790005,999,105,,0,1,1,1,0,0,0,1,1,1,0,-3340,4050,190,45,,1
790006,999,106,,0,1,1,1,0,0,0,1,1,1,0,-3310,-3915,190,125,,1
790007,999,107,,1,1,1,1,0,0,0,1,1,1,0,-855,-425,295,0,,1
790008,999,108,,1,1,1,1,0,0,0,1,1,1,0,-855,425,295,0,,1
790009,999,109,,1,1,1,1,0,0,0,1,1,1,0,1025,-425,295,0,,1
790010,999,110,,1,1,1,1,0,0,0,1,1,1,0,1025,425,295,0,,1
790015,999,115,,1,1,1,1,0,0,0,1,1,1,0,1025,-3655,295,0,,1
790016,999,116,,1,1,1,1,0,0,0,1,1,1,0,1025,-3240,295,0,,1
790017,999,117,,1,1,1,1,0,0,0,1,1,1,0,1025,3655,295,0,,1
790018,999,118,,1,1,1,1,0,0,0,1,1,1,0,1025,3240,295,0,,1
790019,999,119,,1,1,1,1,0,0,0,1,1,1,0,2660,-510,445,0,,1
790020,999,120,,1,1,1,1,0,0,0,1,1,1,0,2660,510,445,0,,1
790021,999,121,,1,1,1,1,0,0,0,1,1,1,0,6660,-410,445,0,,1
790022,999,122,,1,1,1,1,0,0,0,1,1,1,0,6660,410,445,0,,1
790023,999,123,,1,1,1,1,0,0,0,1,1,1,0,5960,-2170,-300,0,,0
790024,999,124,,1,1,1,1,0,0,0,1,1,1,0,5960,2180,-300,0,,0
791001,1008,31,,2,1,1,1,0,0,0,1,1,1,0,-470,-3555,300,0,,1
791002,1008,31,,2,1,1,1,0,0,0,1,1,1,0,-470,-2905,300,0,,1
791003,1008,32,,2,1,1,1,0,0,0,1,1,1,0,-470,1085,300,0,,1
791004,1008,32,,2,1,1,1,0,0,0,1,1,1,0,-470,1770,300,0,,1
791005,1008,33,,2,1,1,1,0,0,0,1,1,1,0,-1885,-1370,300,0,,1
791006,1008,33,,2,1,1,1,0,0,0,1,1,1,0,-1885,-490,300,0,,1
791007,1008,34,,1,1,1,1,0,0,0,1,1,1,0,4854,-3555,300,0,,1
791008,1008,34,,1,1,1,1,0,0,0,1,1,1,0,4854,-2905,300,0,,1
791009,1008,35,,1,1,1,1,0,0,0,1,1,1,0,4854,1085,300,0,,1
791010,1008,35,,1,1,1,1,0,0,0,1,1,1,0,4854,1770,300,0,,1
791011,1008,36,,1,1,1,1,0,0,0,1,1,1,0,6280,-1370,300,0,,1
791012,1008,36,,1,1,1,1,0,0,0,1,1,1,0,6280,-490,300,0,,1
791013,1008,19,,10,1,1,1,0,0,0,1,1,1,0,2212,-865,90,0,,1
792001,19001,201,792001,10,1,1,1,0,0,1,1,1,1,0,4686,1828,335,180,,1
792002,19001,202,792002,10,1,1,1,0,0,1,1,1,1,0,4639,-570,335,180,,1
792003,19001,10151,792003,10,1,1,1,0,0,1,1,1,1,0,4689,-464,335,-165,"{""delay"":3,""moveType"":""Walk"",""pause"":0,""x"":4678.61,""y"":-464.446},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4689.33,""y"":-464.446},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4546.58,""y"":-464.446},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4231.25,""y"":-737.996},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4227.84,""y"":-1322.97},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4403.93,""y"":-1575.17},{""delay"":3,""moveType"":""Walk"",""pause"":0,""x"":4418.85,""y"":-1804.99},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4416.98,""y"":-1574.58},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4853.45,""y"":-1072.55},{""delay"":3,""moveType"":""Walk"",""pause"":0,""x"":4992.07,""y"":-1190.57}",0
792004,19001,203,792004,10,1,1,1,0,0,1,1,1,1,0,5036,-1245,335,130,,1
792005,19001,211,,10,1,1,1,0,0,1,1,1,1,0,1303,430,500,135,,1
792006,19001,204,792006,10,1,1,1,0,0,1,1,1,1,0,2902,-951,356,180,,1
792007,19001,212,,10,1,1,1,0,0,1,1,1,1,0,4378,-2134,329,90,,1
792008,19001,205,792008,10,1,1,1,0,0,1,1,1,1,0,305,455,220,135,,1
792011,19001,10062,792011,10,1,1,1,0,0,1,1,1,1,0,-1174,373,263,90,,0
792012,19001,10067,,10,1,1,1,0,0,1,1,1,1,0,-703,-356,263,-180,,0
792013,19001,10066,792013,10,1,1,1,0,0,1,1,1,1,0,1264,-1290,448,-90,,0
792014,19001,10063,,10,1,1,1,0,0,1,1,1,1,0,2961,-1345,451,-90,,0
792015,19001,10064,,10,1,1,1,0,0,1,1,1,1,0,3052,-1013,451,0,,0
792016,19001,10066,,10,1,1,1,0,0,1,1,1,1,0,2572,2411,166,90,,0
792018,19001,10062,792018,10,1,1,1,0,0,1,1,1,1,0,-689,1075,166,180,"{""delay"":5,""moveType"":""Walk"",""pause"":0,""x"":-689,""y"":1075},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":-656,""y"":1075},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":-656,""y"":1404},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":-656,""y"":1796},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":-159,""y"":2284},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":800,""y"":2284},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":1323,""y"":2284},{""delay"":5,""moveType"":""Walk"",""pause"":0,""x"":1323,""y"":2392}",0
792019,19001,10062,792019,10,1,1,1,0,0,1,1,1,1,0,1299,922,162,-90,"{""delay"":6,""moveType"":""Walk"",""pause"":0,""x"":1299,""y"":922},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":1336,""y"":1246},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":1464,""y"":1497.01},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":1753,""y"":1653.01},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":2342,""y"":1653.01},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":2342.01,""y"":1205.01},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":2342.01,""y"":534.01},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":2679.01,""y"":195.009},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":2407.01,""y"":-313.994},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":1938.02,""y"":-751.003},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":1369.02,""y"":-986.01},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":930.02,""y"":-645.017},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":580.02,""y"":-645.02},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":178.019,""y"":-645.022},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":-257.987,""y"":-166.027},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":199.004,""y"":487.972},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":644.001,""y"":487.971},{""delay"":6,""moveType"":""Walk"",""pause"":0,""x"":643.999,""y"":390.969}",0
792020,19001,10062,,10,1,1,1,0,0,1,1,1,1,0,4759,1704,335,155,,0
792021,19001,10066,,10,1,1,1,0,0,1,1,1,1,0,5219,2151,335,0,,0
792022,19001,10067,,10,1,1,1,0,0,1,1,1,1,0,5191,-1078,335,0,,0
792023,19001,10062,,10,1,1,1,0,0,1,1,1,1,0,4011,-1634,335,-40,"{""delay"":3,""moveType"":""Walk"",""pause"":0,""x"":4009.89,""y"":-1635.05},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":3938.69,""y"":-1579.25},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4099.01,""y"":-855.578},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4254.89,""y"":563.461},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4296.04,""y"":2032.64},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4578.63,""y"":2493.95},{""delay"":3,""moveType"":""Walk"",""pause"":0,""x"":4693.66,""y"":2493.95}",0
792101,19002,201,792101,10,1,1,1,0,0,1,1,1,1,0,4686,1828,335,180,,1
792102,19002,202,792102,10,1,1,1,0,0,1,1,1,1,0,4639,-570,335,180,,1
792103,19002,10151,792103,10,1,1,1,0,0,1,1,1,1,0,4689,-464,335,-165,"{""delay"":3,""moveType"":""Walk"",""pause"":0,""x"":4678.61,""y"":-464.446},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4689.33,""y"":-464.446},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4546.58,""y"":-464.446},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4231.25,""y"":-737.996},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4227.84,""y"":-1322.97},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4403.93,""y"":-1575.17},{""delay"":3,""moveType"":""Walk"",""pause"":0,""x"":4418.85,""y"":-1804.99},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4416.98,""y"":-1574.58},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":4853.45,""y"":-1072.55},{""delay"":3,""moveType"":""Walk"",""pause"":0,""x"":4992.07,""y"":-1190.57}",0
792104,19002,203,792104,10,1,1,1,0,0,1,1,1,1,0,5036,-1245,335,130,,1
792105,19002,211,,10,1,1,1,0,0,1,1,1,1,0,1303,430,500,135,,1
792106,19002,204,792106,10,1,1,1,0,0,1,1,1,1,0,2902,-951,356,180,,1
792107,19002,212,,10,1,1,1,0,0,1,1,1,1,0,4378,-2134,329,90,,1
792108,19002,205,792108,10,1,1,1,0,0,1,1,1,1,0,305,455,220,135,,1
792111,19002,10062,792111,10,1,1,1,0,0,1,1,1,1,0,-1174,373,263,90,,0
792112,19002,10067,,10,1,1,1,0,0,1,1,1,1,0,-703,-356,263,-180,,0
792113,19002,10066,792113,10,1,1,1,0,0,1,1,1,1,0,1264,-1290,448,-90,,0
792114,19002,10063,,10,1,1,1,0,0,1,1,1,1,0,2961,-1345,451,-90,,0
792115,19002,10064,,10,1,1,1,0,0,1,1,1,1,0,3052,-1013,451,0,,0
792116,19002,10066,,10,1,1,1,0,0,1,1,1,1,0,2572,2411,166,90,,0
792118,19002,10062,792118,10,1,1,1,0,0,1,1,1,1,0,-689,1075,166,180,"{""delay"":5,""moveType"":""Walk"",""pause"":0,""x"":-689,""y"":1075},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":-656,""y"":1075},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":-656,""y"":1404},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":-656,""y"":1796},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":-159,""y"":2284},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":800,""y"":2284},{""delay"":0,""moveType"":""Walk"",""pause"":0,""x"":1323,""y"":2284},{""delay"":5,""moveType"":""Walk"",""pause"":0,""x"":1323,""y"":2392}",0
