Id,PreQuestId,TaskId,Name,SpotInfoId,TargetSpotInfoId,Type,RequirePlayerLevel,TaskName,DialogOnly,MiniDialogId,StartNpcSpawnInfoId,StartNpcSpotInfoId,QuestNpcPortrait,QuestNpcName,QuestNpcDialog,FinishNpcSpawnInfoId,FinishNpcSpotInfoId,QuestNpcPortrait2,QuestNpcName2,QuestNpcDialog2,LimitTime,NeverDie,TaskRunInInstance,TaskType,TaskParam,TaskStartPosX,TaskStartPosY,TaskPerformancePosX,TaskPerformancePosY,TaskPerformanceRadius,RewardExp,RewardAdena,RewardParam1,RewardCount1,RewardParam2,RewardCount2,RewardParam3,RewardCount3,ClassTransfer,QuestBGM,BGMFinish,BGMRemain,StartNpcId,FinishNpcId,VisitNpcId,SortId
1006,1005,1,전투 준비,101,101,0,,장비 자동장착 배우기,0,,10002,101,Officer,경비대장 헤럴드,"고맙네. 자네 덕에 위기를 넘길 수 있었어. 아직은 부족한 점이 보이지만 앞으로가 기대되는군.
<P>보답이라고 해야 하나? 초보 용병에게 도움이 될 만한 장비 관리 방법 하나를 가르쳐 주지. 바로 <YellowBold>자동 장착</>이라네.",10002,101,,,,,0,0,10,"""tutorialInfoId"" : 11",12146,36045,12146,36045,,207,145,480002,1,,,,,,,1,,10144,10144,,1032
1007,1006,1,실종된 발굴단,101,101,0,,코델리아와 대화하기,0,,10002,101,Officer,경비대장 헤럴드,"이거 자꾸 뭔가를 부탁하게 되어서 조금 미안한데... 간단한 일 한 가지만 더 도와줄 수 있겠나?
<p>최근 이 부근에서 유적 발굴단원 중 몇명이 사라진 모양이네.
<p>우리가 가서 해결을 하고 싶지만, 항구 쪽에 오크들이 언제 다시 들이닥칠지 모르는 일이라...
<p>괜찮다면 자네가 가서 확인을 좀 해주겠나?",,,Magician_01_04,코델리아,"누구세요? 아! 경비대장님이 보내서 오신 분이군요.
<p>이렇게 와주셔서 감사해요.",,0,0,5,"""npcSpawnInfoId"" : 10010",12927,28464,12927,28464,,143,145,911103,1,,,,,,,,,10144,,10150,1033
1008,1007,1,단서를 찾아라,101,101,0,,발굴단원들 가방 찾기,0,,10010,101,Magician_01_04,코델리아,"이야기는 들으셨겠지만, 제 동료들이 실종된 상황이에요. 다들 고고학에 빠져서 살던 녀석들인데.....
<p>제가 이곳을 찾아봤지만, 고인돌 지역 바깥으로 빠져나간 흔적은 없었어요. 분명 근처 어딘가에 있을 거예요...
<p>단서를 찾기가 쉽지는 않네요... 어쩌면 근처의 몬스터들이 발굴단의 흔적을 낚아챘을지도 몰라요.
<p>일단 주변에 발굴단원의 소지품이 있는지 확인을 좀 부탁드릴게요.",10010,101,Magician_01_04,코델리아,박쥐들이 발굴단원의 가방을 채갔었군요. 발굴단원들이 작업을 하던 곳에서 이곳까지 이동을 했다면 ...<p>목표 지점은 아무래도 저쪽인 것 같아요.. 감사합니다. 큰 도움이 되었어요.,,0,0,2,"""npcInfoIdList"":""20121"",
""targetName"":""발굴단원들의 가방"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",11607,27133,11607,27133,,193,160,440001,2,,,,,,,,,10150,10150,,1034
1009,1008,1,납치범의 정체,101,101,0,,납치범 오크에게 열쇠 획득,0,,10010,101,Magician_01_04,코델리아,"아무래도 저 오크들이 의심스러워요. 예전에는 이곳에 없던 오크들인데...
<p>저 오크들을 조사해 보시는 게 어떠세요? 몇 놈 정도 두들기다 보면, 정보를 얻을 수 있을지도 몰라요!",10010,101,Magician_01_04,코델리아,역시 저놈들이 범인이었군요. 그리고... 발굴단이 우리에 갇혀있는 것 같다는 것이죠? 마침 열쇠도 구해오셨네요!,,0,0,2,"""npcInfoIdList"":""20134"",
""targetName"":""납치범 오크"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",14779,27113,14779,27113,,355,190,440011,2,,,,,,,,,10150,10150,,1035
1010,1009,1,발굴단 구출,101,101,0,,갇혀 있는 발굴단 풀어주기 I,0,,10010,101,Magician_01_04,코델리아,"저기! 저곳에 발굴단원이 잡혀 있는 것 같아요
<p>어서 빨리 그들을 구해주세요! 시간이 지나면 구할 수 없을지도 몰라요! 전 다른 곳도 좀 찾아보고 있을게요",,,WarehouseKeeper_01_02,대장장이 스미스,"아이고, 고맙네! 발굴단에 전해줄 물건이 있어서 왔을 뿐인데 이게 무슨 봉변인지 원!!",,0,0,0,"""gadgetGroupId"" : 109,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""발굴단 구출"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",13040,24055,13040,24055,,474,340,440001,2,,,,,,,,,10150,,,1036
,,2,발굴단 구출,101,101,0,,갇혀 있는 발굴단 풀어주기 II,0,,,,,,,,,,,,,0,0,0,"""gadgetGroupId"" : 124,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""발굴단 구출"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",13630,24050,13630,24050,,0,0,0,0,0,0,0,0,,,,,,,,1037
,,3,발굴단 구출,101,101,0,,갇혀 있는 발굴단 풀어주기 III,0,,,,,,,,,,,,,0,0,0,"""gadgetGroupId"" : 125,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""발굴단 구출"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",14025,24200,14025,24200,,0,0,0,0,0,0,0,0,,,,,,,,1038
,,4,발굴단 구출,101,101,0,,대장장이 스미스 따라가기,0,119,,,,,,,,,,,,0,1,1,"""npcSpawnInfoId"" : 11199",13913,24187,13913,24187,,0,0,0,0,0,0,0,0,,,,,,,,1039
,,5,발굴단 구출,101,101,0,,대장장이 스미스와 대화,0,,,,,,,,,,,,,0,0,5,"""npcSpawnInfoId"" : 11178",11505,28669,11505,28669,,0,0,0,0,0,0,0,0,,,,,,,10188,1040
1011,1010,1,대장장이의 호의,101,101,0,,장비 레벨업 배우기,0,,11178,101,WarehouseKeeper_01_02,대장장이 스미스,정말이지 큰일 나는 줄 알았지 뭔가! 하핫!<P>어디보자 뭔가 보답을 할 만한 게...<P>그렇군 장비의 성능을 높이는 방법을 알려주지.,11178,101,,,,,0,0,7,"""type"" : ""Effect""",11666,28833,11666,28833,,156,170,480002,1,440001,2,,,,,,,10188,10188,,1041
,,2,대장장이의 호의,101,101,0,,장비 레벨업 배우기,0,,,,,,,,,,,,,0,0,10,"""tutorialInfoId"" : 16",11666,28833,11666,28833,,0,0,0,0,0,0,0,0,,,,,,,,1042
1012,1011,1,코델리아의 호출,101,101,0,,코델리아와 대화하기,0,,11178,101,WarehouseKeeper_01_02,대장장이 스미스,"그럼 난 이만 마을로 돌아가겠네. 저기서 누가 자네를 부르는 것 같은데, 어서 가보게나! 고마웠네!",,,,,,,0,0,5,"""npcSpawnInfoId"" : 10010",12927,28464,12927,28464,,159,160,911105,1,,,,,,,,,10188,,10150,1043
1013,1012,1,어둠이 드리우다,101,101,0,,수상한 마법사에게 다가가기,0,,10010,101,Magician_01_04,코델리아,"감사해요! 덕분에 단원들을 거의 다 찾은 것 같아요.
<p>단원들을 구하던 중, 범인으로 보이는 사람의 무리를 보았어요!
<p>아직 구하지 못한 동료를 협박하고 있는 것 같았어요!
<p>저는 경비원들을 불러올게요. 부디 그들을 막아주세요",,,,,,,0,0,6,"""destPos"" : ""12927, 28464"",
""radius"" : 500",12927,28464,12927,28464,,400,250,911103,1,,,,,,,,,10150,,,1044
,,2,어둠이 드리우다,101,101,0,,수상한 마법사 등장,0,,,,,,,,,,,,,0,0,9,"""name"" :""AppearanceofDark""",12927,28464,12927,28464,,0,0,0,0,0,0,0,0,,,,,,,,1045
,,3,어둠이 드리우다,101,101,0,,수상한 마법사에게 다가가기,0,,,,,,,,,,,,,0,0,6,"""destPos"" : ""14172, 26875""",14172,26875,14172,26875,,0,0,0,0,0,0,0,0,,9,,1,,,,1046
,,4,어둠이 드리우다,101,101,0,,마법사가 소환한 마물 처치하기,0,,,,DarkAssociation,수상한 마법사,"네 하찮은 목숨은, 내가 여기 오크들에게 약속한 보상보다도 더 저렴하겠지. 너 따위에게 시간을 쓰고 싶지 않은데.
<p>문제는 네가 날 방해했다는 사실이야. 공포에 찌든 채로 죽게 만들어주마!",,,,,,,0,0,7,"""type"" : ""Dialog""",14127,26869,14127,26869,,0,0,0,0,0,0,0,0,,9,,1,,,,1047
,,5,어둠이 드리우다,101,101,0,,마법사가 소환한 마물 처치하기,0,,,,,,,,,,,,,0,0,4,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""100102, 100136"",
""showMessage"" : ""false""",14161,26928,14161,26928,,0,0,0,0,0,0,0,0,,9,,1,,,,1048
,,6,어둠이 드리우다,101,101,0,,마법사가 소환한 마물 처치하기,0,101,,,,,,,,,,,,0,0,4,"""npcSpawnGroupIdList"" : ""100103""",14161,26928,14161,26928,,0,0,0,0,0,0,0,0,,9,,1,,,,1049
,,7,어둠이 드리우다,101,101,0,,수상한 마법사와 대화하기,0,,,,,,,,,,,,,0,0,5,"""npcSpawnInfoId"" : 10013",14335,26665,14335,26665,,0,0,0,0,0,0,0,0,,78,1,1,,,10152,1050
1014,1013,1,수상한 마법사의 후퇴,101,101,0,,코델리아에게 상황 알리기,0,,10013,101,DarkAssociation,수상한 마법사,"이런, 네 가치는 내 예상 밖이로군. 아무리 봐도 처음 보는 녀석인데 어째서 우리의 일을 방해하는 것인지는 모르겠어.
<p>지금은 물러나지만 조심하는 것이 좋을 거야. 그 어줍잖은 정의감이 너를 파멸로 이끌 것이다.",,,Magician_01_04,코델리아,경비대원들이 막 이곳의 정리를 마치던 참이었어요.<p>당신 덕에 동료들을 구할 수 있었어요! 정말 고마워요!,,0,0,5,"""npcSpawnInfoId"" : 10010",12927,28464,12927,28464,,126,165,480002,1,,,,,,,,,10152,,10150,1051
1015,1014,1,고고학자 페르넬,101,101,0,,발굴단장 페르넬 찾아가기,0,,10010,101,Magician_01_04,코델리아,아! 그리고. 당신이 구출한 발굴단의 단장님이 감사 인사를 하고 싶다고 하세요. 한 번 찾아가 보는 것이 어떠세요?,,,,,,,0,0,5,"""npcSpawnInfoId"" : 10009",16797,31443,16797,31443,,170,170,911103,1,440001,2,,,,,,,10150,,10153,1052
1016,1015,1,방해 되는 요소,101,101,0,,늑대인간 처치하기,0,,10009,101,Fernel,페르넬,"자네가 우리 발굴단원들 구해줬다지? 정말 고맙네. 들었겠지만 우리는 이곳에서 엘프의 유적들을 발굴 중이었네. 중요한 일이니만큼 여기서 작업을 끝낼 수는 없어.
<p>염치없이 들릴지도 모르겠지만 우리를 좀 더 도와줄수는 없겠나? 사례는 충분히 하겠네.
<p>무엇을 하면 되냐고? 어허허허허! 역시 사람을 제대로 봤어.
<p>자네라면 어렵지 않을 걸세. 현장 부근의 늑대인간들을 쫓아 주게. 큰일을 당한 직후라서 발굴단원들이 겁에 질려 있어.",10009,101,,,,,0,0,2,"""npcInfoIdList"":""20102"",
""targetName"":""늑대인간"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",20763,31756,20763,31756,,224,180,911102,1,,,,,,,,,10153,10153,,1053
1017,1016,1,정령탄의 위력,101,101,0,,정령탄 사용법 배우기,0,,10009,101,Fernel,페르넬,"고맙네! 자네 덕에 발굴단이 안정을 찾을 수 있겠군. 자네에게 뭔가 보답을 하고 싶은데....
<p>그래! 이게 좋겠군! 자네 <YellowBold>정령탄</>을 알고 있나? 정령의 힘을 빌어 강력한 공격을 할 수 있게 해주는 아이템이네!",10009,101,,,,,0,0,7,"""type"" : ""Effect""",16797,31443,16797,31443,,447,230,400001,30,440001,2,,,,,,,10153,10153,,1054
,,2,정령탄의 위력,101,101,0,,정령탄 사용법 배우기,0,,,,,,,,,,,,,0,0,10,"""tutorialInfoId"" : 12",16797,31443,16797,31443,,0,0,0,0,0,0,0,0,,,,,,,,1055
,,3,정령탄의 위력,101,101,0,,정령탄 사용법 배우기,0,,,,Fernel,페르넬,"어떤가, 시험 한 번 해봐야 하지 않겠나? 저기 저 통에 뚜껑을 열어보게.
<p>늑대인간들이 아주 좋아하는 고기를 담아뒀던 통이니, 순식간에 몰려올걸세! <YellowBold>정령탄</>을 쓸 준비는 된 거지?",,,,,,,0,0,7,"""type"" : ""Dialog""",16797,31443,16797,31443,,0,0,0,0,0,0,0,0,,,,,,,,1056
,,4,정령탄의 위력,101,101,0,,정체모를 통 뚜껑 열기,0,,,,,,,,,,,,,0,0,0,"""gadgetGroupId"" : 130,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""냄새가 고약한 통"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",18800,31860,18800,31860,,0,0,0,0,0,0,0,0,,,,,,,,1057
,,5,정령탄의 위력,101,101,0,,정령탄 시험해보기,0,120,,,,,,,,,,,,0,0,4,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""100127, 100128""",18849,32084,18849,32084,,0,0,0,0,0,0,0,0,,9,,1,,,,1058
1018,1017,1,방해 되는 요소 II,101,101,0,,흡혈 박쥐 처치하기,0,,10009,101,Fernel,페르넬,"자네. 내 부탁 한 가지만 더 들어주지 않겠나? 본격적으로 정령탄의 위력도 시험해볼 겸 말이야.
<p>여기에서 조금만 올라가면 내 니아라는 이름의 조수가 발굴작업을 진행하고 있는데, 흡혈박쥐들 때문에 고생하고 있는 것 같더군.
<p>놈들의 처리를 부탁하네. 가능하면 조수가 눈치채지 못했으면 좋겠는데 말이야......",10008,101,Student_01_02,니아,"이봐요. 당신이 흡혈박쥐들을 처리한 거예요?
<p>응? 페르넬 단장님의 부탁이었다구요? 쳇 산더미 같은 일이나 좀 줄어 줄 것이지. 이상한 데서 신경을 써준다니까.
<p>아참 페르넬은 저희 아빠예요. 딸바보 겸 고고학에 미친 발굴단장이죠.",,0,0,2,"""npcInfoIdList"":""20101"",
""targetName"":""초원 흡혈 박쥐"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",19676,30234,19676,30234,,250,190,440001,2,,,,,,,,,10153,10151,,1059
1019,1018,1,흩어진 고인돌 조각,101,101,0,,고인돌 조각 모으기,0,,10008,101,Student_01_02,니아,"하아~ 귀찮은 녀석들이 줄어든 것은 좋지만, 덕분에 일거리는 더 늘어났어요. 아직도 모르겠어요? 이게 다 아빠의 전략이라구요.
<p>그럼 지금부터 이 근처에 흩어져 있는 고인돌 조각을 모아주세요. 이 엘프의 반지를 사용하면 고인돌 조각을 알아보실 수 있을 거예요.
<p>이런걸 왜 시키냐구요? 이렇게 된 책임을 지셔야죠.",11100011,211000,Resident_03,정화의 요정,"어서 오세요, 믿음을 줄 수 있는 존재여. 당신을 기다리고 있었습니다. 저는 결계를 지키는 정화의 요정입니다.",,0,0,0,"""gadgetGroupId"" : 101,
""totalCount"" : 3,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""고인돌 조각"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",18418,29376,18418,29376,,536,250,911103,1,,,,,,,,,10151,10154,,1060
,,2,흩어진 고인돌 조각,101,101,0,,고인돌 빛 속으로 이동하기,0,,,,Student_01_02,니아,"아앗! 고인돌 조각을 합쳤더니, 유적의 가운데에서 빛이 뿜어져 나고 있어요!  어떻게 이런 일이?",,,,,,,0,0,7,"""type"" : ""Dialog""",18418,29376,18418,29376,,0,0,0,0,0,0,0,0,,,,,,,,1061
,,3,흩어진 고인돌 조각,101,101,0,,결계 해방,0,,,,,,,,,,,,,0,0,9,"""name"" : ""BarrierEntrance""",18418,29376,18418,29376,,0,0,0,0,0,0,0,0,,,,,,,,1062
,,4,흩어진 고인돌 조각,101,101,0,,고인돌 빛 속으로 이동하기,0,,,,,,,,,,,,,0,0,6,"""destPos"":""16541, 30033""",16541,30033,16541,30033,,0,0,0,0,0,0,0,0,,,,,,,,1063
,,5,흩어진 고인돌 조각,101,101,0,,고인돌 빛 속으로 이동하기,0,,,,,,,,,,,,,0,0,8,"""worldInfoId"" : 211000,
""pos"" : ""4941, 8014""",,,,,,0,0,0,0,0,0,0,0,,,,,,,,1064
1020,1019,1,결계 속의 몬스터,101,211000,0,,고르사우르의 근위병 처치하기,0,102,11100011,211000,Resident_03,정화의 요정,"이 섬에는 과거 엘프들이 네 개의 세계수 가지를 심어 만든 결계가 설치되어 있습니다.
<p>덕분에 강력한 마물들로부터 보호를 받고 시작의 섬, 모험가의 섬이라는 별명으로 불릴 수 있었죠.
<p>최근 결계가 어둠에 물들고 있어요. 결계가 무너질 경우 말하는 섬은 더 이상 강력한 마물들로부터 안전하지 않게 됩니다.
<p>다행히도 정화장치를 이용해 어둠을 몰아낼 수 있어요. 정화장치를 작동시키려면 당신의 도움이 필요합니다.",,,,,,,0,0,4,"""npcSpawnGroupIdList"" : ""100114"",
""showMessage"" : ""false""",4930,7436,4930,7436,,322,220,440011,2,,,,,,79,,1,10154,,,1065
,,2,결계 속의 몬스터,101,211000,0,,정화의 요정과 대화하기,0,,,,,,,,,,,,,0,0,5,"""npcSpawnInfoId"" : 11100011",4930,7336,4930,7336,,0,0,0,0,0,0,0,0,,79,,1,,,10154,1066
1021,1020,1,정화의 시작,101,211000,0,,정화의 요정 보호하기,0,,11100011,211000,Resident_03,정화의 요정,큰일이군요. 아무래도 약해진 결계의 틈으로부터 마물들이 들어온 것 같습니다.<p>정화를 서둘러야겠어요. 결계를 정화하기 위해서는 이곳의 중심으로 이동해야 합니다. 어서 가요.,,,,,,,0,0,4,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""100106, 100130, 100115"",
""defaultTargeting"" : ""false"",
""showMessage"" : ""false"",
""escort"" : {
""npcSpawnInfoId"" : 11100025
}",4930,7436,4930,7436,,327,220,911103,1,440011,2,,,,79,,1,10154,,,1067
,,2,정화의 시작,101,211000,0,,정화의 요정과 대화하기,0,,,,,,,,,,,,,0,0,5,"""npcSpawnInfoId"" : 11100024",8099,3707,8099,3707,,0,0,0,0,0,0,0,0,,79,,1,,,10154,1068
1022,1021,1,정화장치로 가는길,101,211000,0,,고르사우르의 근위대 처치하기,0,,11100024,211000,Resident_03,정화의 요정,중앙으로 향할수록 마물들이 강해지고 있어요. 이럴 수가 그중 한 녀석은 대단히 강력한 힘을 가지고 있는 것이 느껴져요.<p>그것이 나타나기 전에 다른 마물들을 처리해야 할 것 같아요. 도와주세요.,,,,,,,0,0,4,"""npcSpawnGroupIdList"" : ""100119"",
""showMessage"" : ""false""",8299,3707,8299,3707,,332,225,440001,2,,,,,,79,,1,10154,,,1069
,,2,정화장치로 가는길,101,211000,0,,정화의 요정과 대화하기,0,,,,,,,,,,,,,0,0,5,"""npcSpawnInfoId"" : 11100024",8099,3707,8099,3707,,0,0,0,0,0,0,0,0,,79,,1,,,10154,1070
1023,1022,1,결계 속의 불청객,101,211000,0,,고르사우르 처치하기,0,,11100024,211000,Resident_03,정화의 요정,아앗!!! 이럴 수가... 마물 고르사우르! 고르사우르가 여기에 있다니!<p>고르사우르를 물리쳐야 해요!,,,Resident_03,정화의 요정,고르사우르같은 마물이 결계 안에 침입하다니. 이건 있을 수 없는 일이에요.<p>뭔가 큰일이 벌어지고 있는 것이 분명해요. 어서 정화장치부터 가동해야겠어요.,,0,0,4,"""npcSpawnGroupIdList"" : ""100108"",
""defaultTargeting"" : ""false"",
""showMessage"" : ""false""",8278,3797,8278,3797,,405,230,480001,1,,,,,,8,1,1,10154,,,1071
,,2,결계 속의 불청객,101,211000,0,,정화의 요정과 대화하기,0,,,,,,,,,,,,,0,0,8,"""worldInfoId"" : 211000,
""pos"" : ""9222,3110""",9222,3110,9222,3110,,,,,,,,,,,,,,,,,
,,3,결계 속의 불청객,101,211000,0,,정화의 요정과 대화하기,0,,,,,,,,,,,,,0,0,5,"""npcSpawnInfoId"" : 11100027",9200,2985,9200,2985,,0,0,0,0,0,0,0,0,,,,,,,10154,1072
1024,1023,1,첫번째 정화,101,211000,0,,이동 마법석 작동시키기,0,,11100027,211000,Resident_03,정화의 요정,이제 되었어요. 하지만 안심할 때가 아니에요. 나머지 세 결계의 상황도 좋지 않을 거예요.<p>다른 결계의 정화 장치를 더 작동시켜야 합니다. 제발 그때까지 저를 도와주세요!<p>우선 이곳을 나가도록 해요. 준비가 되면 다시 찾도록 할게요. 자~ 여기에 있는 이동 마법석을 이용해서 밖으로 나갈 수 있습니다.,10008,101,,,,,0,0,0,"""gadgetGroupId"" : 197,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""이동 마법석 사용"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",9382,3124,9382,3124,,259,220,911103,1,,,,,,,,,10154,10151,,1073
,,2,첫번째 정화,101,211000,0,,이동 마법석 작동시키기,0,,,,,,,,,,,,,0,0,8,"""worldInfoId"" : 1,
""pos"" : ""16541, 30033""",9517,3019,9517,3019,,0,0,0,0,0,0,0,0,,,,,,,,1074
