���yG=QkoupId,NpcInfoId,NPCTalk,TeamId,IsStatic,Visible,InitialSpawning,Period,Despawn,Repeatable,Count,MaxConcurrentCount,Radius,MoveRadius,PosX,PosY,PosZ,RotateY,MovePath,LeaderNpcSpawnInfoId,MapMark,IsBattleStatistics
17102393,17560,95508,,1,1,1,1,15,0,1,1,1,0,0,4812,1185,0,0,"{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":4812,""y"":1185},{""delay"":0,""moveType"":""Run"",""pause"":0,""x"":4540,""y"":2070}",,0,0
17101005,17120,94101,,1,1,1,0,5,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101006,17120,94102,,1,1,1,0,5,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101007,17120,94103,,1,1,1,0,5,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101008,17120,94101,,1,1,1,0,5,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101009,17120,94102,,1,1,1,0,5,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101010,17120,94103,,1,1,1,0,5,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101011,17120,94101,,1,1,1,0,5,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101012,17120,94102,,1,1,1,0,5,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101013,17120,94104,,1,1,1,0,10,0,0,1,1,0,0,236,5021,-10,50,,,0,0
17101014,17120,94101,,1,1,1,0,15,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101015,17120,94102,,1,1,1,0,15,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101016,17120,94103,,1,1,1,0,15,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101017,17120,94101,,1,1,1,0,15,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101018,17120,94102,,1,1,1,0,15,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101019,17120,94103,,1,1,1,0,15,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101020,17120,94101,,1,1,1,0,15,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101021,17120,94102,,1,1,1,0,15,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101022,17120,94106,,1,1,1,0,20,0,0,1,1,0,0,236,5021,-10,50,,,0,0
17101023,17120,94101,,1,1,1,0,25,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101024,17120,94102,,1,1,1,0,25,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101025,17120,94103,,1,1,1,0,25,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101026,17120,94101,,1,1,1,0,25,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101027,17120,94102,,1,1,1,0,25,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101028,17120,94103,,1,1,1,0,25,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101029,17120,94101,,1,1,1,0,25,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101030,17120,94102,,1,1,1,0,25,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101031,17120,94104,,1,1,1,0,30,0,0,1,1,0,0,236,5021,-10,50,,,0,0
17101032,17120,94101,,1,1,1,0,35,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101033,17120,94102,,1,1,1,0,35,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101034,17120,94103,,1,1,1,0,35,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101035,17120,94101,,1,1,1,0,35,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101036,17120,94102,,1,1,1,0,35,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101037,17120,94103,,1,1,1,0,35,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101038,17120,94101,,1,1,1,0,35,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101039,17120,94102,,1,1,1,0,35,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101040,17120,94106,,1,1,1,0,40,0,0,1,1,0,0,236,5021,-10,50,,,0,0
17101041,17120,94101,,1,1,1,0,45,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101042,17120,94102,,1,1,1,0,45,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101043,17120,94103,,1,1,1,0,45,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101044,17120,94101,,1,1,1,0,45,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101045,17120,94102,,1,1,1,0,45,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101046,17120,94103,,1,1,1,0,45,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101047,17120,94101,,1,1,1,0,45,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101048,17120,94102,,1,1,1,0,45,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101049,17120,94104,,1,1,1,0,50,0,0,1,1,0,0,236,5021,-10,50,,,0,0
17101050,17120,94101,,1,1,1,0,55,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101051,17120,94102,,1,1,1,0,55,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101052,17120,94103,,1,1,1,0,55,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101053,17120,94101,,1,1,1,0,55,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101054,17120,94102,,1,1,1,0,55,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101055,17120,94103,,1,1,1,0,55,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101056,17120,94101,,1,1,1,0,55,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101057,17120,94102,,1,1,1,0,55,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101058,17120,94106,,1,1,1,0,60,0,0,1,1,0,0,236,5021,-10,50,,,0,0
17101059,17120,94101,,1,1,1,0,65,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101060,17120,94102,,1,1,1,0,65,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101061,17120,94103,,1,1,1,0,65,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101062,17120,94101,,1,1,1,0,65,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101063,17120,94102,,1,1,1,0,65,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101064,17120,94103,,1,1,1,0,65,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101065,17120,94101,,1,1,1,0,65,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101066,17120,94102,,1,1,1,0,65,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101067,17120,94104,,1,1,1,0,70,0,0,1,1,0,0,236,5021,-10,50,,,0,0
17101068,17130,94101,,1,1,1,0,5,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101069,17130,94102,,1,1,1,0,5,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101070,17130,94103,,1,1,1,0,5,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101071,17130,94101,,1,1,1,0,5,0,0,1,1,0,0,1120,6985,-10,-100,,,0,0
17101072,17130,94102,,1,1,1,0,5,0,0,1,1,0,0,1986,6642,-10,-40,,,0,0
17101073,17130,94103,,1,1,1,0,5,0,0,1,1,0,0,2312,5825,-10,180,,,0,0
17101074,17140,94101,,1,1,1,0,15,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101075,17140,94102,,1,1,1,0,15,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101076,17140,94103,,1,1,1,0,15,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101077,17140,94101,,1,1,1,0,15,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101078,17140,94102,,1,1,1,0,15,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101079,17140,94103,,1,1,1,0,15,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101080,17140,94101,,1,1,1,0,15,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101081,17140,94104,,1,1,1,0,15,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101082,17140,94105,,1,1,1,0,20,0,0,1,1,0,0,312,1589,-10,90,,,0,0
17101083,17140,94101,,1,1,1,0,25,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101084,17140,94102,,1,1,1,0,25,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101085,17140,94103,,1,1,1,0,25,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101086,17140,94101,,1,1,1,0,25,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101087,17140,94102,,1,1,1,0,25,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101088,17140,94103,,1,1,1,0,25,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101089,17140,94101,,1,1,1,0,25,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101090,17140,94105,,1,1,1,0,25,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101091,17140,94105,,1,1,1,0,30,0,0,1,1,0,0,312,1589,-10,90,,,0,0
17101092,17140,94101,,1,1,1,0,35,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101093,17140,94102,,1,1,1,0,35,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101094,17140,94103,,1,1,1,0,35,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101095,17140,94101,,1,1,1,0,35,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101096,17140,94102,,1,1,1,0,35,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101097,17140,94103,,1,1,1,0,35,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101098,17140,94101,,1,1,1,0,35,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101099,17140,94104,,1,1,1,0,35,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101100,17140,94105,,1,1,1,0,40,0,0,1,1,0,0,312,1589,-10,90,,,0,0
17101101,17140,94101,,1,1,1,0,45,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101102,17140,94102,,1,1,1,0,45,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101103,17140,94103,,1,1,1,0,45,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101104,17140,94101,,1,1,1,0,45,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101105,17140,94102,,1,1,1,0,45,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101106,17140,94103,,1,1,1,0,45,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101107,17140,94101,,1,1,1,0,45,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101108,17140,94105,,1,1,1,0,45,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101109,17140,94105,,1,1,1,0,50,0,0,1,1,0,0,312,1589,-10,90,,,0,0
17101110,17140,94101,,1,1,1,0,55,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101111,17140,94102,,1,1,1,0,55,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101112,17140,94103,,1,1,1,0,55,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101113,17140,94101,,1,1,1,0,55,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101114,17140,94102,,1,1,1,0,55,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101115,17140,94103,,1,1,1,0,55,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101116,17140,94101,,1,1,1,0,55,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101117,17140,94104,,1,1,1,0,55,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101118,17140,94105,,1,1,1,0,60,0,0,1,1,0,0,312,1589,-10,90,,,0,0
17101119,17140,94101,,1,1,1,0,65,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101120,17140,94102,,1,1,1,0,65,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101121,17140,94103,,1,1,1,0,65,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101122,17140,94101,,1,1,1,0,65,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101123,17140,94102,,1,1,1,0,65,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101124,17140,94103,,1,1,1,0,65,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101125,17140,94101,,1,1,1,0,65,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101126,17140,94105,,1,1,1,0,65,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101127,17140,94105,,1,1,1,0,70,0,0,1,1,0,0,312,1589,-10,90,,,0,0
17101128,17140,94101,,1,1,1,0,75,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101129,17140,94102,,1,1,1,0,75,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101130,17140,94103,,1,1,1,0,75,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101131,17140,94101,,1,1,1,0,75,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101132,17140,94102,,1,1,1,0,75,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101133,17140,94103,,1,1,1,0,75,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101134,17140,94101,,1,1,1,0,75,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101135,17140,94104,,1,1,1,0,75,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101136,17140,94105,,1,1,1,0,80,0,0,1,1,0,0,312,1589,-10,90,,,0,0
17101137,17150,94101,,1,1,1,0,5,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101138,17150,94102,,1,1,1,0,5,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101139,17150,94103,,1,1,1,0,5,0,0,1,1,0,0,1156,1242,-10,50,,,0,0
17101140,17150,94101,,1,1,1,0,5,0,0,1,1,0,0,312,1589,-10,90,,,0,0
17101141,17150,94102,,1,1,1,0,5,0,0,1,1,0,0,-13,2406,-10,-50,,,0,0
17101142,17150,94103,,1,1,1,0,5,0,0,1,1,0,0,312,1589,-10,40,,,0,0
17101143,17160,94101,,1,1,1,0,15,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101144,17160,94102,,1,1,1,0,15,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101145,17160,94103,,1,1,1,0,15,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101146,17160,94101,,1,1,1,0,15,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101147,17160,94102,,1,1,1,0,15,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101148,17160,94103,,1,1,1,0,15,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101149,17160,94104,,1,1,1,0,15,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101150,17160,94106,,1,1,1,0,15,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101151,17160,94105,,1,1,1,0,20,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101152,17160,94101,,1,1,1,0,25,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101153,17160,94102,,1,1,1,0,25,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101154,17160,94103,,1,1,1,0,25,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101155,17160,94101,,1,1,1,0,25,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101156,17160,94102,,1,1,1,0,25,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101157,17160,94103,,1,1,1,0,25,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101158,17160,94101,,1,1,1,0,25,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101159,17160,94102,,1,1,1,0,25,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101160,17160,94105,,1,1,1,0,30,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101161,17160,94101,,1,1,1,0,35,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101162,17160,94102,,1,1,1,0,35,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101163,17160,94103,,1,1,1,0,35,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101164,17160,94101,,1,1,1,0,35,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101165,17160,94102,,1,1,1,0,35,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101166,17160,94103,,1,1,1,0,35,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101167,17160,94104,,1,1,1,0,35,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101168,17160,94106,,1,1,1,0,35,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101169,17160,94105,,1,1,1,0,40,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101170,17160,94101,,1,1,1,0,45,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101171,17160,94102,,1,1,1,0,45,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101172,17160,94103,,1,1,1,0,45,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101173,17160,94101,,1,1,1,0,45,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101174,17160,94102,,1,1,1,0,45,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101175,17160,94103,,1,1,1,0,45,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101176,17160,94101,,1,1,1,0,45,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101177,17160,94102,,1,1,1,0,45,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101178,17160,94105,,1,1,1,0,50,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101179,17160,94101,,1,1,1,0,55,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101180,17160,94102,,1,1,1,0,55,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101181,17160,94103,,1,1,1,0,55,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
17101182,17160,94101,,1,1,1,0,55,0,0,1,1,0,0,5309,1266,219,90,,,0,0
17101183,17160,94102,,1,1,1,0,55,0,0,1,1,0,0,5300,3441,219,-90,,,0,0
