# monster_name_map.tsv - auto-generated by extract_monster_names.py
# schema: 7 / 1774530945
# source: Data/Balance/MonsterVarieties.datc64 in Folders/data/6D/balance.datc64
# generated: 2026-03-30T14:30:01Z
balbalastandalone_	Pirasha, the Forgotten Prisoner
banesapling	Bane Sapling
baronbosscorruptedwolffogdaemon	Daemon
baronbosscorruptedwolfform	Geonor, the Putrid Wolf
baronbosscorruptedwolfformmap	Geonor, the Putrid Wolf
baronbosscorruptedwolfformstandalone	Geonor, the Putrid Wolf
baronbosshumanform	Count Geonor
baronbosshumanformmap	Count Geonor
baronbosshumanformwolf	Count Geonor
baronbosshumanformwolfmap	Count Geonor
baronminerpleb	Crazed Guard
baronminerpleb_	Crazed Guard
baronminerplebthrower1	Crazed Guard
baronminerplebthrower2	Crazed Guard
baronwerewolfprowlersummon	Tendril Prowler
baronwerewolfsummon	Court Werewolf
beamcasterspawner	Daemon
bellbreach	Flesh Bell
bindingchains1	Daemon
bindingchains2	Daemon
bitterguy	Lachlann, Ezomyte Rebel
bitterguyboss	Lachlann of Endless Lament
bitterguybosscruel	Lachlann of Endless Lament
bitterguybossmap	Connal, the Tormented
bitterguybossstandalone	Connal, the Tormented
bitterguychild1surge	Calum, Weeping Child
bitterguychild1surge_	Calum, Weeping Child
bitterguychild2surge	Torcall, Sobbing Child
bitterguyhuman	Lachlann, Ezomyte Rebel
bitterguymap	Lachlann, Ezomyte Rebel
bitterguywifechasingdaemon	Daemon
bitterguywifeghost	Isabel, Mourning Wife
bitterguywifesurge	Isabel, Mourning Wife
blackbarkdemolisherstandalone	Blackbark Demolisher
blackbloodremnant	Blackblood Remnant
blackbloodrune	Blackblood Rune
blackjaw	Blackjaw, the Remnant
blackjawincursionpast	Xolotl, Royal Commander
blackjawincursionpasttier2	Xolotl, Royal Commander
blackjawincursionpasttier3	Xolotl, Royal Commander
blackjawincursionpresent	Xolotl, the Forgotten
blackjawincursionpresenttier2	Xolotl, the Forgotten
blackjawincursionpresenttier3	Xolotl, the Forgotten
blackjawlightning	Stormgore, the Guardian
blackjawlightningmap	Stormgore, the Guardian
blackjawlightningstandalone	Stormgore, the Guardian
blackjawmap	Oloton, the Remorseless
blackjawstandalone	Oloton, the Remorseless
blackjawstandaloneexpedition	Oloton, the Remorseless
blackstrider	Black Strider
blackstrideremerge	Black Strider
blackstrideremergeinterlude	Ashen Arachnid
blackstrideremergesanctumtrial	Black Strider
blackstridersanctumtrial	Black Strider
bladestalker	Adorned Miscreation
bladestalkerpale	Pale-stitched Stalker
bloatedanchorman	Bloated Anchorman
bloodbatherdualwield	Bloodrite Guard
bloodbatherdualwieldincursion	Bloodrite Guard
bloodbatherdualwieldstrongbox	Bloodrite Guard
bloodbatherdualwieldultimatium	Bloodrite Guard
bloodbatherflail	Bloodrite Guard
bloodbatherflailincursion	Bloodrite Guard
bloodbatherflailpraying	Bloodrite Guard
bloodbatherflailpraying__	Bloodrite Guard
bloodbatherflailstrongbox	Bloodrite Guard
bloodbatherflailultimatium	Bloodrite Guard
bloodbathermace	Bloodrite Guard
bloodbathermaceincursion	Bloodrite Guard
bloodbathermacepraying	Bloodrite Guard
bloodbathermacestrongbox	Bloodrite Guard
bloodbathermaceultimatium	Bloodrite Guard
bloodbathermage	Bloodrite Priest
bloodbathermageincursion	Bloodrite Priest
bloodbathermagepraying	Bloodrite Priest
bloodbathermagepraying_	Bloodrite Priest
bloodbathermagestrongbox	Bloodrite Priest
bloodbathermageultimatium	Bloodrite Priest
bloodbathershield	Bloodrite Guard
bloodbathershieldincursion	Bloodrite Guard
bloodbathershieldpraying	Bloodrite Guard
bloodbathershieldstrongbox	Bloodrite Guard
bloodbathershieldultimatium	Bloodrite Guard
bloodbatherspear	Bloodrite Guard
bloodbatherspearincursion	Bloodrite Guard
bloodbatherspearpraying	Bloodrite Guard
bloodbatherspearstrongbox	Bloodrite Guard
bloodbatherspearultimatium	Bloodrite Guard
bloodbathersword	Bloodrite Guard
bloodbatherswordincursion	Bloodrite Guard
bloodbatherswordpraying	Bloodrite Guard
bloodbatherswordstrongbox	Bloodrite Guard
bloodbatherswordultimatium	Bloodrite Guard
bloodburstdaemon	Daemon
bloodcarrier1	Blood Carrier
bloodclanbird	Sea-tribe Avian
bloodclanbirdfisherman	Sea-tribe Spearfisher
bloodclancaster	Sea-tribe Caster
bloodclandagger	Sea-tribe Daggerbearer
bloodclanharpooner	Sea-tribe Harpooner
bloodclankina	Sea-tribe Pouchbearer
bloodclantrapper	Sea-tribe Trapper
bloodclanvaulter	Sea-tribe Vaulter
bloodclanvillager	Sea-tribe Villager
bloodclanwaterwall	Invisible
bloodcollector1	Blood Collector
bloodcollector1__	Blood Collector
bloodcourtesan1	Courtesan
bloodcourtesanstrongbox	Courtesan
bloodcretin1	Blood Cretin
bloodcretinstrongbox	Blood Cretin
blooddrone	Bloodthief Wasp
blooddronesacemerge	Bloodthief Wasp
bloodfeverbloater	Blood-fevered Plaguespreader
bloodfeverblob	Blood-fevered Pustule
bloodfeverboar	Blood-fevered Tuskbeast
bloodfeverbutcher	Harano, the Meat Carver
bloodfeverbutcherspectre	Harano, the Meat Carver
bloodfeverdrunk	Blood-fevered Brew-breather
bloodfeverdrunklandmark	Blood-fevered Brew-breather
bloodfeverhook	Blood-fevered Hookman
bloodfeverkarui1haxe	Blood-fevered Axeman
bloodfeverkarui1haxe_	Blood-fevered Axeman
bloodfeverkarui1hmace	Blood-fevered Maceman
bloodfeverkarui2haxe	Blood-fevered Warrior
bloodfevermedicinewoman	Blood-fevered Wisewoman
bloodfeverpoi	Blood-fevered Arsonist
bloodfeverpoi_	Blood-fevered Arsonist
bloodfeverspear	Blood-fevered Spearman
bloodfeverspearlandmark	Blood-fevered Spearman
bloodfog	Daemon
bloodknightboss	Thane Wulfric
bloodknightbossmap	Varloch, the Ashen Lord
bloodknightbossmap_	Varloch, the Ashen Lord
bloodknightbossstandalone	Thane Wulfric
bloodpool	Invisible
bloodpriestbossincursiontier1	Huitzil, Royal Blood Priest
bloodpriestbossincursiontier1_	Huitzil, Royal Blood Priest
bloodpriestbossincursiontier2	Huitzil, Royal Blood Priest
bloodpriestbossincursiontier3	Huitzil, Royal Blood Priest
bloodwave	Volatile Core
bloodwavedaemon	Daemon
bloomserpent1	Bloom Serpent
bloomserpentemerge1	Bloom Serpent
boatcaptaindigsite	Makoru
boatcaptaindigsite__	Makoru
bogcorpsedefensivesummon	Bogfelled Commoner
bogcorpseoffensivesummon	Bogfelled Commoner
bogcorpseonehandaxe	Bogfelled Commoner
bogcorpsetwohandaxe	Bogfelled Commoner
bogcorpseunarmed	Bogfelled Slave
bombardierdaemon	Daemon
boneconstructplayersummoned	Bone Crawler
bonecultist_necromancerboss	Iktab, the Deathlord
bonecultist_necromancerbossmap	Lord of the Pit
bonecultist_necromancerbossmapsolo	Lord of the Pit
bonecultist_necromancerbosssoulorb	Iktab, the Deathlord
bonecultist_necromancerbosssoulorblarge	Iktab, the Deathlord
bonecultist_necromancerbosssoulorbvolatile	Iktab, the Deathlord
bonecultist_necromancerbosssoulorbvolatile_	Iktab, the Deathlord
bonecultist_necromancerbossstandalone	Lord of the Pit
bonecultistbeast	Drudge Osseodon
bonecultistnecromancer	Lost-men Necromancer
bonecultists_savage	Lost-men Subjugator
bonecultists_savage__	Lost-men Subjugator
bonecultistshield	Lost-men Brute
bonecultistzealot01	Lost-men Zealot
bonecultistzealot02	Lost-men Zealot
bonecultistzealotabyssintro	Lost-men Zealot
bonecultistzealotsummoner_01	Lost-men Zealot
bonecultistzealotsummoner_02	Lost-men Zealot
bonecultistzealotsummonerabysspit	Lost-men Zealot
bonegolemcultist	Carrion Reaper
boneofferingspike	Offering Spike
boneofferingspikesanguine	Offering Spike
bonerabbleeagle	Vaal Skeletal Archer
bonerabbleeaglestrongbox	Vaal Skeletal Archer
bonerabblejaguar	Vaal Skeletal Warrior
bonerabblejaguar_	Vaal Skeletal Warrior
bonerabblejaguarstrongbox	Vaal Skeletal Warrior
bonerabblepriest	Vaal Skeletal Priest
bonerabbleprieststrongbox	Vaal Skeletal Priest
bonerabblesquire	Vaal Skeletal Squire
bonerabblesquirestrongbox	Vaal Skeletal Squire
brambleburrower	Bramble Burrower
bramblehulk1	Bramble Hulk
bramblemonkey1	Bramble Ape
bramblerhoa	Bramble Rhoa
breachbossspider	It That Crawls
breachelitecorruptedelitebloater	It That Lashes
breachelitecorruptedelitebloater__	It That Lashes
breachelitecorruptedeliteguard	It That Guards
breachelitefallenlunarismonster	It That Hates
breachelitefallenlunarismonster__	It That Hates
breachelitepaleelite1	It That Controls
breachelitepaleelite2	It That Stalks
breachfoddercorruptedeliteranger	It That Hunts
breachfoddercorruptedelitetoothy	It That Shreds
breachfoddercorruptedelitetoothy__	It That Shreds
breachfodderdemonicspikethrower	It That Creeps
breachfodderhellscapedemonelite2	It That Suspects
breachfodderhellscapepalefodder2	It That Claws
brinemaiden	Brine Maiden
brinemaidenclamencounter	Adelina, Guardian of the Pearl
bugbotblack	Skitter Golem
bugbotblacknoemerge	Skitter Golem
bugbotrocky	Skitter Golem
bugbotrocky_	Skitter Golem
bugbotrockynoemerge	Skitter Golem
bugbotrockynoemergeplayersummoned	Skittering Stone
bugbotrockynoemergesanctumtrial	Skitter Golem
bugbotrockysanctumtrial	Skitter Golem
bugbotsulphiteisleofkinlandmark	Skitter Golem
bullethellturret	Daemon
burnedlumberjackonehandaxe	Burning Dead
burnedlumberjackonehandaxe_	Burning Dead
burnedlumberjacktwohandaxe	Burning Dead
burnedlumberjackunarmed	Burning Dead
burninggrounddaemon	Daemon
burninggrounddaemonparent	Daemon
burninggrounddaemonparent_	Daemon
cageskeleton	Rattling Gibbet
cageskeleton_	Rattling Gibbet
calderaravagerstandalone	Ngamahu Ravager
campexplosion	Daemon
cannibaltribedagger	Orok Throatcutter
cannibaltribegiantlandmarknamed	Garkam, Ranbu's Maul
cannibaltribeshaman	Orok Shaman
cannibaltribeshamanlandmarknamed	Ranbu the Pale Shaman
cannibaltribespearmelee	Orok Fleshstabber
cannibaltribespearthrower	Orok Hunter
captainrothboss	Captain Hartlin
captainrothbosscannon	Ghost Cannon
captainrothbosscastaway	Torrek of the Drowned Fleet
captainrothbosscastaway_	Torrek of the Drowned Fleet
captainrothbossmap	Malgor, the Nautilord
captainrothbossstandalone	Torrek of the Drowned Fleet
captainrothbosswave	Volatile Core
captainsandstorm	Elzarah, the Cobra Lord
captainsandstorm_	Elzarah, the Cobra Lord
captainsandstormmap	Serath, the Scaled One
captainsandstormmap_	Serath, the Scaled One
captainsandstormstandalone	Elzarah, the Cobra Lord
captainsnadstormbosswave	Volatile Core
carnivorousplanteaterhammervine	Vicious Vine
carnivorousplanteateroldforest	The Brambleghast
carnivorousplanteateroldforest_	The Brambleghast
carnivorousplanteateroldforestkotmminion	The Brambleghast
carnivorousplanteateroldforestmap	Rootgrasp, the Hateful Forest
carnivorousplanteateroldforeststandalone	Rootgrasp, the Hateful Forest
carnivorousplanteatertreevolatile	Volatile Orchard
carnivorousplanteatertreevolatile__	Volatile Orchard
carnivorousplanteatervineoldforest	Vicious Vine
carrionwing	Luminous Spinefish
carrionwing_	Luminous Spinefish
carrionwingabyss	Lightless Vengewing
carrionwingabyssspectre	Lightless Vengewing
cauldroncrone	Filthy Crone
cavedweller	Tombshrieker
cavedweller_	Nameless Dweller
cavedwellersanctumtrial	Tombshrieker
cavedwellersanctumtrial__	Tombshrieker
cavedwellerstrongbox	Tombshrieker
cavedwellerwildwood	Nameless Dweller
cenobitebloater	Filthy First-born
cenobitehighborn	Foul Sage
cenobiteleash	Foul Blacksmith
cenobitepawn	Flathead Youngling
cenobiteslam	Foul Mauler
cenobitestonethrower	Filthy Lobber
cenobiteswarm	Flathead Warrior
chainedbeastboss	Unchained Beast
chainedbeastbossstandalone	Unchained Beast
chaosessencevine	ChaosEssenceVine
chaosgodgorilla	Stoneclad Gorilla
chaosgodgorilla_	Stoneclad Gorilla
chaosgodgorillainterlude	Stoneclad Gorilla
chaosgodgorillastrongbox	Stoneclad Gorilla
chaosgodjaguar	Scute Lizard
chaosgodjaguar_	Scute Lizard
chaosgodjaguarincursion	Scute Lizard
chaosgodjaguarstrongbox	Scute Lizard
chaosgodowlboss	Bahlak, the Sky Seer
chaosgodowlboss__	Bahlak, the Sky Seer
chaosgodowlboss__standalone	Bahlak, the Sky Seer
chaosgodowlbossmap	Bahlak, the Sky Seer
chaosgodowlbossmap_	Bahlak, the Sky Seer
chaosgodrangedfodder	Petulant Stonemaw
chaosgodrangedfodder_	Petulant Stonemaw
chaosgodrangedfodderincursion	Petulant Stonemaw
chaosgodrangedfodderstrongbox	Petulant Stonemaw
chaosgodtri-headbat	Cerberic Bat
chaosgodtri-headbat_	Cerberic Bat
chaosgodtri-headbatinterlude	Cerberic Bat
chaosgodtri-headbatstrongbox	Cerberic Bat
chaosgodtriceratops	Crested Behemoth
chaosgodtriceratops_	Crested Behemoth
chaosgodtriceratopsstrongbox	Crested Behemoth
chaosgodtriheadbatincursion	Cerberic Bat
chaosgodtriheadlizard	Saurian Servant
chaosgodtriheadlizard_	Saurian Servant
chaosgodtriheadlizardstrongbox	Saurian Servant
chargingox	Spirit Ox
chawmongrel	Chaw Mongrel
chawmongrelleash	Chaw Mongrel
chawmongrelleashboss	Chaw Mongrel
chestdaemonbarrelexplodeburningground	Daemon
chestdaemonfreeze	Daemon
chimeraultimatumboss	Uxmal, the Beastlord
chimeraultimatumboss__	Uxmal, the Beastlord
chimeraultimatumbossmap	Gressor-Kul, the Apex
chimeraultimatumbossstandalone	Gressor-Kul, the Apex
chimerawetlandsboss	Xyclucian, the Chimera
chimerawetlandsbossstandalone	Xilozoma, the Maw-Beast
chimerawetlandsbossstandaloneexpedition	Xilozoma, the Maw-Beast
chimerawetlandspillar	Stone Pillar
cocoon3	Lightless Abomination
cocoon3depths	Lightless Abomination
cocoon3spectre	Lightless Abomination
cocoons2	Infested Cadaver
cocoons2__	Infested Cadaver
cocoons2abyss	Shepherd of the Pit
cocoons2abyss_legs_inherit	Shepherd of the Pit
cocoons2abyss_legs_inheritboss	Shepherd of the Pit
cocoons2abyss_legs_inheritdepths	Shepherd of the Pit
cocoons2abyss_legs_inheritnoemerge	Shepherd of the Pit
cocoons2abyssboss	Strider of the Pit
coffinwretch1	Undertaker
coldsnapgrounddaemon	Daemon
coldsnapgrounddaemonparent	Daemon
coldstatuedaemon	Invisible
collector	Blackblooded Proboscite
collectorspectre	Blackblooded Proboscite
companionbearsummoned	[DNT] Companion Bear
constrictorcorpse	Constricted Shambler
constrictorcorpseranged	Constricted Spitter
constrictorcorpseranged_	Constricted Spitter
consumeboss	Tasgul, Swallower of Light
consumebossstandalone	Tasgul, Swallower of Light
corpsebeetleplayersummoned	Corpse Beetle
corpseexploder	Daemon
corpsefissuredaemon	Daemon
corpsestriderabyss	Strider of the Pit
corpsestriderabyssdepths	Strider of the Pit
corpsestriderabyssnoemerge	Strider of the Pit
corpsestriderabyssspectre	Strider of the Pit
corruptedelitebloater	Iron Enforcer
corruptedeliteguard	Iron Thaumaturgist
corruptedeliteranger	Iron Sharpshooter
corruptedeliteranger_	Iron Sharpshooter
corruptedelitespear	Iron Spearman
corruptedelitespear_	Iron Spearman
corruptedelitetoothy	Iron Guard
courtguardzombieaxe	Rotting Guard
courtguardzombieunarmed	Rotting Guard
crabcoconut	Coconut Crab
crawgull	Vilespit Gull
creepingfogdaemon	Daemon
creepyhagdebuffdaemon	Daemon
cretin	Blackblooded Cretin
cretinspectre	Blackblooded Cretin
crimsonwolfdaemon	Daemon
croneauradespair	Crone's Curse
croneauraenfeeble	Crone's Curse
croneauratempchains	Crone's Curse
croneauravulnerability	Crone's Curse
crowbellboss	The Crowbell
crowbellboss_	The Crowbell
crowbellbossmap	The Black Crow
crowbellbossmap_	The Black Crow
crowbellbossstandalone	The Black Crow
crowcarrion	Rotting Crow
cyclopsspiderboss	[DNT] CyclopsSpiderBoss
d	-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-
d1	-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-
d10	-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-
d100	-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-
dannigtreasureislandsummon	Dannig
darkeffigytotem	Totem
darkeffigytotem_	Totem
darkeffigytotemdelirium	Totem
darkeffigytotemdelirium_	Totem
darknessdaemon	Creeping Fire
deathknight1	Death Knight
deathknightnecropolis	Death Knight
deathknightnecropoliselite	Death Knight
deathknightnecropoliselitestrongbox	Death Knight
deathknightnecropolisstrongbox	Death Knight
delayedmeteor	Daemon
deliriumanomalyondeathdaemon	Daemon
deliriumanomalyondeathdaemon_	Daemon
deliriumbossfinaldeathzone	Expanding Explodable Death Zone
deliriumbossleftweapon	Left Weapon
deliriumbossrightweapon	Right Weapon
deliriumcascadedaemon	Daemon
deliriumdemonbossfinal	Kosis, The Revelation
deliriumdemonbossfinalwild	Kosis, The Revelation
deliriumdemonbossphysical	Omniphobia, Fear Manifest
deliriumdemonbossphysicalwild	Omniphobia, Fear Manifest
deliriumdemoncoldicespear	Manifested Demon
deliriumdemonfiresword	Manifested Demon
deliriumdemonfiresword_	Manifested Demon
deliriumdemonlightningelectricflail	Manifested Demon
deliriumdemonphysicalpizzaslam	Manifested Demon
deliriumdemonphysicalpizzaslam___	Manifested Demon
deliriumdemonuniquecoldicespear	Manifested Demon
deliriumdemonuniquefiresword	Manifested Demon
deliriumdemonuniquelightningelectricflail	Manifested Demon
deliriumdemonuniquephysicalpizzaslam	Manifested Demon
deliriumdestroycorpsedegendaemon	Daemon
deliriumdestroycorpseprojectiledaemon	Daemon
deliriumdestroycorpseprojectiledaemon_	Daemon
deliriumdestroycorpsespawnmonsterdaemon	Daemon
deliriumdoodadvaporizerdaemon	Daemon
deliriumfirestormondeathdaemon	Daemon
deliriumfirestormondeathdaemon_	Daemon
deliriumflameblastondeathdaemon	Daemon
deliriumminion1	Rage
deliriumminion2	Spite
deliriumminion3	Disgust
deliriumminion4	Malice
deliriumminion5	Fury
deliriumminion5_	Fury
deliriumminion6	Turmoil
deliriumminion6_	Turmoil
deliriumminiondisgust	[DNT] DeliriumMinionDisgust
deliriumminionessence1	Rage
deliriumminionessence2	Spite
deliriumminionessence3	Disgust
deliriumminionessence4	Malice
deliriumminionessence5	Fury
deliriumminionessence6	Turmoil
deliriumminionfury	[DNT] DeliriumMinionFury
deliriumminionmalice	[DNT] DeliriumMinionMalice
deliriumminionrage	[DNT] DeliriumMinionRage
deliriumminionspite	[DNT] DeliriumMinionSpite
deliriumpackspawnerdaemon	Daemon
deliriumrhoaplayersummoned	Rhoa Companion
deliriumroomvaporizerdaemon	Daemon
deliriumskilldaemonfiresnap	Daemon
deliriumskilldaemonfrostorbs	Daemon
deliriumskilldaemonlightningbolt	Daemon
deliriumskilldaemonmonstercorpsedegen	Manifested Demon
deliriumskilldaemonmonstercorpsedegen_	Manifested Demon
deliriumskilldaemonmonstercorpseprojectile	Manifested Demon
deliriumskilldaemonmonstercorpsespawnmonster	Manifested Demon
deliriumskilldaemonmonstercorpsespawnmonster__	Manifested Demon
deliriumskilldaemonmonsterfiresnap	Manifested Demon
deliriumskilldaemonmonsterfiresnap__	Manifested Demon
deliriumskilldaemonmonsterfrostorbs	Manifested Demon
deliriumskilldaemonmonsterlightningbolt	Manifested Demon
deliriumskilldaemonmonsterpackteleport	Manifested Demon
deliriumskilldaemonmonsterpackteleport___	Manifested Demon
deliriumskilldaemonmonsterslamma	Manifested Demon
deliriumskilldaemonmonsterslamma__	Manifested Demon
deliriumskilldaemonpackteleport	Daemon
deliriumskilldaemonslamma	Daemon
deliriumsoulmortardaemon	Daemon
deliriumsoulmortardaemon_	Daemon
deliriumsummonvolatileondeathdaemon	Daemon
deliriumteleportandexplodedaemon	Daemon
deliriumteleportandexplodedaemon_	Daemon
deliriumvolatile	Volatile Core
deliriumvomitile	Volatile Core
demonburrower	Nameless Burrower
demonburrowerwildwood	Nameless Burrower
demonclawboss	The Arbiter of Ash
demonclawbossstandalone	The Arbiter of Ash
demoncloneimmobile	Clone
demonhulk	Nameless Hulk
demonhulk_	Nameless Hulk
demonhulkwildwood	Nameless Hulk
demonmonkey	Nameless Imp
demonrat	Nameless Vermin
demonratwildwood	Nameless Vermin
demonrhoa	Nameless Lurker
demonrhoawildwood	Nameless Lurker
desertleaper1	Crag Leaper
desertleaper1_	Crag Leaper
desertleaper1emerge	Crag Leaper
desertphantasm	Sand Spirit
desertphantasmsanctumtrial	Sand Spirit
desertphantasmsanctumtrialtime	Sand Spirit
devourerbossduohead	Anundr, the Sandworm
dexteritytotem	Totem
djinnorderqimahreservoir	Jado
doctorincursiontier1	Pakteni, Flesh Surgeon
doctorincursiontier1_	Pakteni, Flesh Surgeon
doctorincursiontier2	Pakteni, Flesh Surgeon
doctorincursiontier3	Pakteni, Flesh Surgeon
dogtrader	[DNT-UNUSED] Dog Trader
dogtrader_	[DNT-UNUSED] Dog Trader
donothingdaemon	Boring
doodaddaemoneyes1	Daemon
doodaddaemoneyes2	Daemon
doodaddaemoneyes2_	Daemon
doodaddaemoneyes3	Daemon
doodaddaemongoatbone1vanish	Daemon
doodaddaemongoatfillet1vanish	Daemon
doodaddaemongoatfillet2vanish	Daemon
doodaddaemongoatfillet2vanish_	Daemon
doodaddaemongoatrhoa1vanish	Daemon
doodaddaemonpimple1	Daemon
doodaddaemonpimple1_	Daemon
doodaddaemonshardpack1	Daemon
doodaddaemonshardpack2	Daemon
doodaddaemonshardpack3	Daemon
doodaddaemonshardpack4	Daemon
doodaddaemonshardpack5	Daemon
doodaddaemonshardpack6	Daemon
doodaddaemonshardpack7	Daemon
doodaddaemonshardpack8	Daemon
doodaddaemonspikes	Daemon
doodaddaemonspikes2	Daemon
doomboss	Vandroth, Blackblooded Enslaver
doombossstandalone	Vandroth, Blackblooded Enslaver
doryanicauchicvaultsummon	Doryani
doryaniincursionaccesssummon	Doryani
doryaniincursionhubsummon	Doryani
doryaniincursiontier1	Kulka, Vaal Thaumaturge
doryaniincursiontier2	Kulka, Vaal Thaumaturge
doryaniincursiontier3	Kulka, Vaal Thaumaturge
doryanimech	Doryani's Triumph
doryanimechmap	Doryani's Triumph
doryanimechminiincursion	Imitation Triumph
doryanimechrailgun	Doryani's Triumph
doryanimechstandalone	Doryani's Triumph
doryanimechstandalone_	Doryani's Triumph
doryanipast	Doryani, Royal Thaumaturge
doryanipastmap	Doryani, Royal Thaumaturge
doryanipaststandalone	Doryani, Royal Thaumaturge
doryanipaststandalone_	Doryani, Royal Thaumaturge
doryanishrikeislandsummon	Doryani
doryanisingingcavernssummon	Doryani
doryanisolitaryconfinementsummon	Doryani
doryanivolcanicwarrenssummon	Doryani
doubleduelist	Double
doubleduelisttwo	Double
doublemarauder	Double
doublemaraudertwo	Double
doubleranger	Double
doublerangertwo	Double
doubleshadow	Double
doubleshadowtwo	Double
doubletemplar	Double
doubletemplartwo	Double
doublewitch	Double
doublewitchtwo	Double
doublewitchtwo_	Double
dredgefiend	Dredge Fiend
dredgefiendice	Dredge Fiend
dredgefiendshamanboss	Rootdredge
dredgefiendshamanbossmap	Grudgelash, Vile Thorn
dredgefiendshamanbossstandalone	Grudgelash, Vile Thorn
drownedcrawler	Drowned Crawler
drownedcrawler__	Drowned Crawler
drownedcrawlerwallwalk	Drowned Crawler
drownedcrewaxe	Drowned Explorer
drownedcrewaxeminion	Drowned Explorer
drownedcrewfigurehead	Drowned Bearer
drownedcrewghost	Drowned Spectre
drownedcrewsword	Drowned Explorer
drownedcrewsword_	Drowned Explorer
drownedcrewswordminion	Drowned Explorer
drownedskeleton	Coral-crowned Skeleton
drownedskeleton_	Coral-crowned Skeleton
drowningorb	Daemon
drudgebedrockblaster	Forsaken Miner
drudgebedrockblasterminecart	Forsaken Miner
drudgebedrockblasterminecart_	Forsaken Miner
drudgebedrockblasterstrongbox	Forsaken Miner
drudgeminerhammer	Forsaken Miner
drudgeminerhammerstrongbox	Forsaken Miner
drudgepickaxeminer	Forsaken Miner
drudgepickaxeminerstrongbox	Forsaken Miner
druidfourcloneimmobile	Clone
druidicfallenstag	Forgotten Stag
druidicfallenstagwildwood	Forgotten Stag
druidicfunguszombietree	Treant Foulspawn
druidicfunguszombietreehollow	Treant Foulspawn
druidicfunguszombietreehollowspectre	Treant Foulspawn
